path,casename,plot_type,varname,spatial_op,time_coarsen_len,z_t,depth_level,z_t_150m,log_10,time_range,time
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/CaCO3_FLUX_100m+lines_per_plot@12+log_10@True+time_range@0004-01-16-0004-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,CaCO3_FLUX_100m,,,,-9999.0,,True,0004-01-16-0004-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/CaCO3_FLUX_100m+lines_per_plot@12+time_range@0001-01-16-0001-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,CaCO3_FLUX_100m,,,,-9999.0,,False,0001-01-16-0001-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/CaCO3_FLUX_100m+lines_per_plot@12+time_range@0002-01-16-0002-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,CaCO3_FLUX_100m,,,,-9999.0,,False,0002-01-16-0002-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/CaCO3_FLUX_100m+lines_per_plot@12+time_range@0003-01-16-0003-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,CaCO3_FLUX_100m,,,,-9999.0,,False,0003-01-16-0003-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/CaCO3_FLUX_100m+lines_per_plot@12+time_range@0004-01-16-0004-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,CaCO3_FLUX_100m,,,,-9999.0,,False,0004-01-16-0004-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/DpCO2+lines_per_plot@12+time_range@0001-01-16-0001-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,DpCO2,,,,-9999.0,,False,0001-01-16-0001-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/DpCO2+lines_per_plot@12+time_range@0002-01-16-0002-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,DpCO2,,,,-9999.0,,False,0002-01-16-0002-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/DpCO2+lines_per_plot@12+time_range@0003-01-16-0003-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,DpCO2,,,,-9999.0,,False,0003-01-16-0003-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/DpCO2+lines_per_plot@12+time_range@0004-01-16-0004-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,DpCO2,,,,-9999.0,,False,0004-01-16-0004-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/FG_CO2+lines_per_plot@12+time_range@0001-01-16-0001-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,FG_CO2,,,,-9999.0,,False,0001-01-16-0001-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/FG_CO2+lines_per_plot@12+time_range@0002-01-16-0002-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,FG_CO2,,,,-9999.0,,False,0002-01-16-0002-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/FG_CO2+lines_per_plot@12+time_range@0003-01-16-0003-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,FG_CO2,,,,-9999.0,,False,0003-01-16-0003-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/FG_CO2+lines_per_plot@12+time_range@0004-01-16-0004-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,FG_CO2,,,,-9999.0,,False,0004-01-16-0004-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NH4+lines_per_plot@12+z_t@500.0+log_10@True+time_range@0001-01-16-0001-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NH4,,,500.0,500.0,,True,0001-01-16-0001-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NH4+lines_per_plot@12+z_t@500.0+log_10@True+time_range@0002-01-16-0002-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NH4,,,500.0,500.0,,True,0002-01-16-0002-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NH4+lines_per_plot@12+z_t@500.0+log_10@True+time_range@0003-01-16-0003-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NH4,,,500.0,500.0,,True,0003-01-16-0003-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NH4+lines_per_plot@12+z_t@500.0+log_10@True+time_range@0004-01-16-0004-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NH4,,,500.0,500.0,,True,0004-01-16-0004-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NH4+lines_per_plot@12+z_t@500.0+time_range@0001-01-16-0001-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NH4,,,500.0,500.0,,False,0001-01-16-0001-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NH4+lines_per_plot@12+z_t@500.0+time_range@0002-01-16-0002-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NH4,,,500.0,500.0,,False,0002-01-16-0002-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NH4+lines_per_plot@12+z_t@500.0+time_range@0003-01-16-0003-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NH4,,,500.0,500.0,,False,0003-01-16-0003-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NH4+lines_per_plot@12+z_t@500.0+time_range@0004-01-16-0004-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NH4,,,500.0,500.0,,False,0004-01-16-0004-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NHx_SURFACE_EMIS+lines_per_plot@12+log_10@True+time_range@0001-01-16-0001-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NHx_SURFACE_EMIS,,,,-9999.0,,True,0001-01-16-0001-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NHx_SURFACE_EMIS+lines_per_plot@12+log_10@True+time_range@0002-01-16-0002-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NHx_SURFACE_EMIS,,,,-9999.0,,True,0002-01-16-0002-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NHx_SURFACE_EMIS+lines_per_plot@12+log_10@True+time_range@0003-01-16-0003-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NHx_SURFACE_EMIS,,,,-9999.0,,True,0003-01-16-0003-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NHx_SURFACE_EMIS+lines_per_plot@12+log_10@True+time_range@0004-01-16-0004-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NHx_SURFACE_EMIS,,,,-9999.0,,True,0004-01-16-0004-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NHx_SURFACE_EMIS+lines_per_plot@12+time_range@0001-01-16-0001-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NHx_SURFACE_EMIS,,,,-9999.0,,False,0001-01-16-0001-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NHx_SURFACE_EMIS+lines_per_plot@12+time_range@0002-01-16-0002-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NHx_SURFACE_EMIS,,,,-9999.0,,False,0002-01-16-0002-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NHx_SURFACE_EMIS+lines_per_plot@12+time_range@0003-01-16-0003-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NHx_SURFACE_EMIS,,,,-9999.0,,False,0003-01-16-0003-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NHx_SURFACE_EMIS+lines_per_plot@12+time_range@0004-01-16-0004-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NHx_SURFACE_EMIS,,,,-9999.0,,False,0004-01-16-0004-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NO3+lines_per_plot@12+z_t@35109.34765625+time_range@0001-01-16-0001-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NO3,,,35109.34765625,35109.34765625,,False,0001-01-16-0001-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NO3+lines_per_plot@12+z_t@35109.34765625+time_range@0002-01-16-0002-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NO3,,,35109.34765625,35109.34765625,,False,0002-01-16-0002-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NO3+lines_per_plot@12+z_t@35109.34765625+time_range@0003-01-16-0003-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NO3,,,35109.34765625,35109.34765625,,False,0003-01-16-0003-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NO3+lines_per_plot@12+z_t@35109.34765625+time_range@0004-01-16-0004-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NO3,,,35109.34765625,35109.34765625,,False,0004-01-16-0004-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NO3+lines_per_plot@12+z_t@500.0+log_10@True+time_range@0001-01-16-0001-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NO3,,,500.0,500.0,,True,0001-01-16-0001-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NO3+lines_per_plot@12+z_t@500.0+log_10@True+time_range@0002-01-16-0002-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NO3,,,500.0,500.0,,True,0002-01-16-0002-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NO3+lines_per_plot@12+z_t@500.0+log_10@True+time_range@0003-01-16-0003-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NO3,,,500.0,500.0,,True,0003-01-16-0003-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NO3+lines_per_plot@12+z_t@500.0+log_10@True+time_range@0004-01-16-0004-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NO3,,,500.0,500.0,,True,0004-01-16-0004-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NO3+lines_per_plot@12+z_t@500.0+time_range@0001-01-16-0001-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NO3,,,500.0,500.0,,False,0001-01-16-0001-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NO3+lines_per_plot@12+z_t@500.0+time_range@0002-01-16-0002-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NO3,,,500.0,500.0,,False,0002-01-16-0002-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NO3+lines_per_plot@12+z_t@500.0+time_range@0003-01-16-0003-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NO3,,,500.0,500.0,,False,0003-01-16-0003-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/NO3+lines_per_plot@12+z_t@500.0+time_range@0004-01-16-0004-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,NO3,,,500.0,500.0,,False,0004-01-16-0004-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/O2+lines_per_plot@12+z_t@35109.34765625+log_10@True+time_range@0001-01-16-0001-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,O2,,,35109.34765625,35109.34765625,,True,0001-01-16-0001-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/O2+lines_per_plot@12+z_t@35109.34765625+log_10@True+time_range@0002-01-16-0002-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,O2,,,35109.34765625,35109.34765625,,True,0002-01-16-0002-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/O2+lines_per_plot@12+z_t@35109.34765625+log_10@True+time_range@0003-01-16-0003-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,O2,,,35109.34765625,35109.34765625,,True,0003-01-16-0003-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/O2+lines_per_plot@12+z_t@35109.34765625+log_10@True+time_range@0004-01-16-0004-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,O2,,,35109.34765625,35109.34765625,,True,0004-01-16-0004-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/O2+lines_per_plot@12+z_t@35109.34765625+time_range@0001-01-16-0001-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,O2,,,35109.34765625,35109.34765625,,False,0001-01-16-0001-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/O2+lines_per_plot@12+z_t@35109.34765625+time_range@0002-01-16-0002-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,O2,,,35109.34765625,35109.34765625,,False,0002-01-16-0002-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/O2+lines_per_plot@12+z_t@35109.34765625+time_range@0003-01-16-0003-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,O2,,,35109.34765625,35109.34765625,,False,0003-01-16-0003-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/O2+lines_per_plot@12+z_t@35109.34765625+time_range@0004-01-16-0004-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,O2,,,35109.34765625,35109.34765625,,False,0004-01-16-0004-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/O2_ZMIN+lines_per_plot@12+time_range@0001-01-16-0001-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,O2_ZMIN,,,,-9999.0,,False,0001-01-16-0001-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/O2_ZMIN+lines_per_plot@12+time_range@0002-01-16-0002-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,O2_ZMIN,,,,-9999.0,,False,0002-01-16-0002-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/O2_ZMIN+lines_per_plot@12+time_range@0003-01-16-0003-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,O2_ZMIN,,,,-9999.0,,False,0003-01-16-0003-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/O2_ZMIN+lines_per_plot@12+time_range@0004-01-16-0004-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,O2_ZMIN,,,,-9999.0,,False,0004-01-16-0004-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/O2_ZMIN_DEPTH+lines_per_plot@12+time_range@0001-01-16-0001-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,O2_ZMIN_DEPTH,,,,-9999.0,,False,0001-01-16-0001-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/O2_ZMIN_DEPTH+lines_per_plot@12+time_range@0002-01-16-0002-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,O2_ZMIN_DEPTH,,,,-9999.0,,False,0002-01-16-0002-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/O2_ZMIN_DEPTH+lines_per_plot@12+time_range@0003-01-16-0003-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,O2_ZMIN_DEPTH,,,,-9999.0,,False,0003-01-16-0003-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/O2_ZMIN_DEPTH+lines_per_plot@12+time_range@0004-01-16-0004-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,O2_ZMIN_DEPTH,,,,-9999.0,,False,0004-01-16-0004-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/PH+lines_per_plot@12+time_range@0001-01-16-0001-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,PH,,,,-9999.0,,False,0001-01-16-0001-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/PH+lines_per_plot@12+time_range@0002-01-16-0002-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,PH,,,,-9999.0,,False,0002-01-16-0002-12-16,
s3://ncar-cesm-pop-test/images/g.e22.G1850ECO_JRA_HR.TL319_t13.003/histogram/PH+lines_per_plot@12+time_range@0003-01-16-0003-12-16.png,g.e22.G1850ECO_JRA_HR.TL319_t13.003,histogram,PH,,,,-9999.0,,False,0003-01-16-0003-12-16,
